token_position,cluster,cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob
227,1,0.0,1.0,0.0,0.0
228,2,0.0,0.0,1.0,0.0
229,3,0.0,0.0,0.0,1.0
230,1,0.0,1.0,0.0,0.0
231,2,0.0,4.350591350909036e-229,1.0,0.0
232,1,0.0,1.0,0.0,0.0
233,1,0.0,1.0,4.312721972183827e-289,0.0
234,1,0.0,1.0,0.0,0.0
235,0,1.0,0.0,0.0,0.0
236,2,0.0,0.0,1.0,0.0
237,3,0.0,0.0,0.0,1.0
238,2,0.0,0.0,1.0,0.0
239,1,0.0,1.0,0.0,0.0
240,0,1.0,0.0,0.0,0.0
241,2,0.0,0.0,1.0,0.0
242,1,0.0,1.0,5.669995038334208e-176,0.0
243,2,0.0,0.0,1.0,0.0
244,1,0.0,1.0,0.0,0.0
245,1,0.0,1.0,0.0,0.0
246,2,0.0,0.0,1.0,0.0
247,0,1.0,0.0,0.0,0.0
248,2,0.0,0.0,1.0,0.0
249,1,0.0,1.0,0.0,0.0
250,1,0.0,1.0,0.0,0.0
251,2,0.0,3.576862200567138e-202,1.0,0.0
252,2,0.0,0.0,1.0,0.0
253,2,0.0,0.0,1.0,0.0
254,3,0.0,0.0,0.0,1.0
255,1,0.0,1.0,7.561220154728876e-55,0.0
256,2,0.0,0.0,1.0,0.0
257,0,1.0,0.0,0.0,0.0
258,3,0.0,0.0,0.0,1.0
259,2,0.0,1.9921589689564753e-249,1.0,0.0
260,1,0.0,1.0,0.0,0.0
261,1,0.0,1.0,0.0,0.0
262,1,0.0,1.0,0.0,0.0
263,2,0.0,0.0,1.0,0.0
264,1,0.0,1.0,0.0,0.0
265,2,0.0,1.0767830043707999e-243,1.0,0.0
266,1,0.0,1.0,0.0,0.0
267,1,0.0,1.0,0.0,0.0
268,0,1.0,0.0,0.0,0.0
269,1,0.0,1.0,0.0,0.0
270,2,0.0,4.0554294849494943e-261,1.0,0.0
271,2,0.0,0.0,1.0,0.0
272,1,0.0,1.0,0.0,0.0
273,0,1.0,0.0,0.0,0.0
274,1,0.0,1.0,0.0,0.0
275,1,0.0,1.0,0.0,0.0
276,1,0.0,1.0,0.0,0.0
277,0,1.0,0.0,0.0,0.0
278,2,0.0,0.0,1.0,0.0
279,1,0.0,1.0,0.0,0.0
280,3,0.0,0.0,0.0,1.0
281,2,0.0,0.0,1.0,0.0
282,1,0.0,1.0,0.0,0.0
283,0,1.0,0.0,0.0,0.0
284,3,0.0,0.0,0.0,1.0
285,1,0.0,1.0,0.0,0.0
286,2,0.0,0.0,1.0,0.0
287,2,0.0,0.0,1.0,0.0
288,1,0.0,1.0,0.0,0.0
289,0,1.0,0.0,0.0,0.0
290,2,0.0,0.0,1.0,0.0
291,2,0.0,0.0,1.0,0.0
292,1,0.0,1.0,0.0,0.0
293,0,1.0,0.0,0.0,0.0
294,2,0.0,3.070113524782863e-244,1.0,0.0
295,1,0.0,1.0,0.0,0.0
296,2,0.0,0.0,1.0,0.0
297,2,0.0,0.0,1.0,0.0
298,1,0.0,1.0,0.0,0.0
299,2,0.0,6.228316486e-314,1.0,0.0
300,2,0.0,0.0,1.0,0.0
301,2,0.0,0.0,1.0,0.0
302,2,0.0,0.0,1.0,0.0
303,0,1.0,0.0,0.0,0.0
304,2,0.0,0.0,1.0,0.0
305,2,0.0,0.0,1.0,0.0
306,0,1.0,0.0,0.0,0.0
307,2,0.0,0.0,1.0,0.0
308,1,0.0,1.0,0.0,0.0
309,2,0.0,0.0,1.0,0.0
310,1,0.0,1.0,0.0,0.0
311,1,0.0,1.0,0.0,0.0
312,0,1.0,0.0,0.0,0.0
313,2,0.0,0.0,1.0,0.0
314,0,1.0,0.0,0.0,0.0
315,2,0.0,0.0,1.0,0.0
316,1,0.0,1.0,0.0,0.0
317,2,0.0,1.2683189347172006e-183,1.0,0.0
318,1,0.0,1.0,0.0,0.0
319,0,1.0,0.0,0.0,0.0
320,2,0.0,5.52378119149685e-197,1.0,0.0
321,1,0.0,1.0,0.0,0.0
322,0,1.0,0.0,0.0,0.0
323,2,0.0,0.0,1.0,0.0
324,1,0.0,1.0,0.0,0.0
325,1,0.0,1.0,0.0,0.0
326,2,0.0,0.0,1.0,0.0
327,1,0.0,1.0,0.0,0.0
328,1,0.0,1.0,0.0,0.0
329,1,0.0,1.0,0.0,0.0
330,1,0.0,1.0,0.0,0.0
331,1,0.0,1.0,0.0,0.0
332,2,0.0,0.0,1.0,0.0
333,2,0.0,4.513855161374328e-254,1.0,0.0
334,1,0.0,1.0,0.0,0.0
335,2,0.0,0.0,1.0,0.0
336,1,0.0,1.0,0.0,0.0
337,2,0.0,0.0,1.0,0.0
338,2,0.0,0.0,1.0,0.0
339,0,1.0,0.0,0.0,0.0
340,0,1.0,0.0,0.0,0.0
341,1,0.0,1.0,0.0,0.0
342,0,1.0,0.0,0.0,0.0
343,1,0.0,1.0,4.780385819551886e-125,0.0
344,1,0.0,1.0,0.0,0.0
345,1,0.0,1.0,0.0,0.0
346,1,0.0,1.0,0.0,0.0
347,0,1.0,0.0,0.0,0.0
348,0,1.0,0.0,0.0,0.0
349,0,1.0,0.0,0.0,0.0
350,1,0.0,1.0,0.0,0.0
351,1,0.0,1.0,0.0,0.0
352,2,0.0,6.447157758613667e-227,1.0,0.0
353,1,0.0,1.0,0.0,0.0
354,1,0.0,1.0,0.0,0.0
355,1,0.0,1.0,0.0,0.0
356,2,0.0,0.0,1.0,0.0
357,2,0.0,0.0,1.0,0.0
358,1,0.0,1.0,0.0,0.0
359,1,0.0,1.0,0.0,0.0
360,2,0.0,3.242911235644518e-204,1.0,0.0
361,1,0.0,1.0,0.0,0.0
362,1,0.0,1.0,0.0,0.0
363,1,0.0,1.0,0.0,0.0
364,2,0.0,0.0,1.0,0.0
365,2,0.0,0.0,1.0,0.0
366,1,0.0,1.0,0.0,0.0
367,0,1.0,0.0,0.0,0.0
368,2,0.0,0.0,1.0,0.0
369,2,0.0,0.0,1.0,0.0
370,2,0.0,2.03e-322,1.0,0.0
371,1,0.0,1.0,0.0,0.0
372,0,1.0,0.0,0.0,0.0
373,1,0.0,1.0,5.88964059208989e-115,0.0
374,2,0.0,0.0,1.0,0.0
375,0,1.0,0.0,0.0,0.0
376,2,0.0,0.0,1.0,0.0
377,2,0.0,0.0,1.0,0.0
378,1,0.0,1.0,0.0,0.0
379,1,0.0,1.0,0.0,0.0
380,1,0.0,1.0,0.0,0.0
381,1,0.0,1.0,0.0,0.0
382,2,0.0,1.2864825082957e-311,1.0,0.0
383,1,0.0,1.0,0.0,0.0
384,1,0.0,1.0,0.0,0.0
385,0,1.0,0.0,0.0,0.0
386,0,1.0,0.0,0.0,0.0
387,1,0.0,1.0,0.0,0.0
388,1,0.0,1.0,0.0,0.0
389,0,1.0,0.0,0.0,0.0
390,1,0.0,1.0,0.0,0.0
391,3,0.0,0.0,0.0,1.0
392,2,0.0,4.0173343169436175e-185,1.0,0.0
393,2,0.0,4.3778731867837505e-200,1.0,0.0
394,0,1.0,0.0,0.0,0.0
395,1,0.0,1.0,0.0,0.0
396,0,1.0,0.0,0.0,0.0
397,1,0.0,1.0,0.0,0.0
398,3,0.0,0.0,0.0,1.0
399,1,0.0,1.0,0.0,0.0
400,3,0.0,0.0,0.0,1.0
401,1,0.0,1.0,0.0,0.0
402,1,0.0,1.0,0.0,0.0
403,0,1.0,0.0,0.0,0.0
404,1,0.0,1.0,0.0,0.0
405,1,0.0,1.0,0.0,0.0
406,0,1.0,0.0,0.0,0.0
407,0,1.0,0.0,0.0,0.0
408,1,0.0,1.0,0.0,0.0
409,2,0.0,0.0,1.0,0.0
410,1,0.0,1.0,0.0,0.0
411,2,0.0,0.0,1.0,0.0
412,2,0.0,0.0,1.0,0.0
413,1,0.0,1.0,0.0,0.0
414,2,0.0,9.889846019906197e-256,1.0,0.0
415,1,0.0,1.0,0.0,0.0
416,2,0.0,0.0,1.0,0.0
417,1,0.0,1.0,0.0,0.0
418,2,0.0,0.0,1.0,0.0
419,3,0.0,0.0,0.0,1.0
420,3,0.0,0.0,0.0,1.0
421,2,0.0,3.9784618121072365e-209,1.0,0.0
422,0,1.0,0.0,0.0,0.0
423,0,1.0,0.0,0.0,0.0
424,1,0.0,1.0,0.0,0.0
425,1,0.0,1.0,0.0,0.0
426,1,0.0,1.0,0.0,0.0
427,1,0.0,1.0,0.0,0.0
428,3,0.0,0.0,0.0,1.0
429,1,0.0,1.0,0.0,0.0
430,2,0.0,1.278651211593906e-258,1.0,0.0
431,0,1.0,0.0,0.0,0.0
432,2,0.0,2.7379901350713844e-259,1.0,0.0
433,1,0.0,1.0,0.0,0.0
434,1,0.0,1.0,0.0,0.0
435,0,1.0,0.0,0.0,0.0
436,2,0.0,4.704414264450251e-254,1.0,0.0
437,2,0.0,8.704579973977633e-249,1.0,0.0
438,1,0.0,1.0,0.0,0.0
439,1,0.0,1.0,0.0,0.0
440,2,0.0,0.0,1.0,0.0
441,1,0.0,1.0,0.0,0.0
442,0,1.0,0.0,0.0,0.0
443,1,0.0,1.0,0.0,0.0
444,0,1.0,0.0,0.0,0.0
445,1,0.0,1.0,0.0,0.0
446,0,1.0,0.0,0.0,0.0
447,0,1.0,0.0,0.0,0.0
448,1,0.0,1.0,0.0,0.0
449,3,0.0,0.0,0.0,1.0
450,1,0.0,1.0,0.0,0.0
451,2,0.0,0.0,1.0,0.0
452,1,0.0,1.0,0.0,0.0
453,2,0.0,0.0,1.0,0.0
454,2,0.0,7.964508816141826e-148,1.0,0.0
455,1,0.0,1.0,0.0,0.0
456,1,0.0,1.0,0.0,0.0
457,1,0.0,1.0,0.0,0.0
458,1,0.0,1.0,0.0,0.0
459,1,0.0,1.0,0.0,0.0
460,2,0.0,1.9726634113925246e-258,1.0,0.0
461,0,1.0,0.0,0.0,0.0
462,0,1.0,0.0,0.0,0.0
463,0,1.0,0.0,0.0,0.0
464,0,1.0,0.0,0.0,0.0
465,1,0.0,1.0,0.0,0.0
466,1,0.0,1.0,0.0,0.0
467,2,0.0,0.0,1.0,0.0
468,3,0.0,0.0,0.0,1.0
469,1,0.0,1.0,0.0,0.0
470,0,1.0,0.0,0.0,0.0
471,1,0.0,1.0,0.0,0.0
472,0,1.0,0.0,0.0,0.0
473,1,0.0,1.0,0.0,0.0
474,1,0.0,1.0,0.0,0.0
475,1,0.0,1.0,0.0,0.0
476,0,1.0,0.0,0.0,0.0
477,1,0.0,1.0,0.0,0.0
478,0,1.0,0.0,0.0,0.0
479,2,0.0,0.0,1.0,0.0
480,0,1.0,0.0,0.0,0.0
481,2,0.0,0.0,1.0,0.0
482,1,0.0,1.0,0.0,0.0
483,1,0.0,1.0,0.0,0.0
484,2,0.0,0.0,1.0,0.0
485,3,0.0,0.0,0.0,1.0
486,2,0.0,0.0,1.0,0.0
487,0,1.0,0.0,0.0,0.0
488,0,1.0,0.0,0.0,0.0
489,2,0.0,0.0,1.0,0.0
490,1,0.0,1.0,0.0,0.0
491,1,0.0,1.0,0.0,0.0
492,2,0.0,0.0,1.0,0.0
493,2,0.0,0.0,1.0,0.0
494,1,0.0,1.0,0.0,0.0
495,2,0.0,0.0,1.0,0.0
496,2,0.0,1.329625617545197e-211,1.0,0.0
497,2,0.0,0.0,1.0,0.0
498,1,0.0,1.0,0.0,0.0
499,2,0.0,0.0,1.0,0.0
500,2,0.0,9.491726399482444e-174,1.0,0.0
501,2,0.0,1.0685745421893513e-193,1.0,0.0
502,0,1.0,0.0,0.0,0.0
503,2,0.0,0.0,1.0,0.0
504,1,0.0,1.0,0.0,0.0
505,2,0.0,0.0,1.0,0.0
506,1,0.0,1.0,0.0,0.0
507,2,0.0,0.0,1.0,0.0
508,3,0.0,0.0,0.0,1.0
509,1,0.0,1.0,0.0,0.0
510,3,0.0,0.0,0.0,1.0
511,1,0.0,1.0,0.0,0.0
512,2,0.0,0.0,1.0,0.0
513,2,0.0,0.0,1.0,0.0
514,1,0.0,1.0,0.0,0.0
515,1,0.0,1.0,0.0,0.0
516,3,0.0,0.0,0.0,1.0
517,1,0.0,1.0,0.0,0.0
518,0,1.0,0.0,0.0,0.0
519,0,1.0,0.0,0.0,0.0
520,1,0.0,1.0,0.0,0.0
521,1,0.0,1.0,0.0,0.0
522,2,0.0,0.0,1.0,0.0
523,2,0.0,1.2392398736878898e-275,1.0,0.0
524,0,1.0,0.0,0.0,0.0
525,2,0.0,6.697002253582481e-259,1.0,0.0
526,2,0.0,0.0,1.0,0.0
527,1,0.0,1.0,0.0,0.0
528,1,0.0,1.0,0.0,0.0
529,2,0.0,0.0,1.0,0.0
530,1,0.0,1.0,0.0,0.0
531,1,0.0,1.0,0.0,0.0
532,0,1.0,0.0,0.0,0.0
533,1,0.0,1.0,0.0,0.0
534,1,0.0,1.0,0.0,0.0
535,0,1.0,0.0,0.0,0.0
536,1,0.0,1.0,0.0,0.0
537,1,0.0,1.0,0.0,0.0
538,2,0.0,0.0,1.0,0.0
539,0,1.0,0.0,0.0,0.0
540,1,0.0,1.0,0.0,0.0
541,2,0.0,2.7840260270207375e-254,1.0,0.0
542,1,0.0,1.0,0.0,0.0
543,1,0.0,1.0,0.0,0.0
544,3,0.0,0.0,0.0,1.0
545,2,0.0,0.0,1.0,0.0
546,1,0.0,1.0,0.0,0.0
547,2,0.0,0.0,1.0,0.0
548,2,0.0,0.0,1.0,0.0
549,1,0.0,1.0,0.0,0.0
550,2,0.0,0.0,1.0,0.0
551,1,0.0,1.0,0.0,0.0
552,1,0.0,1.0,0.0,0.0
553,2,0.0,0.0,1.0,0.0
554,1,0.0,1.0,0.0,0.0
555,0,1.0,0.0,0.0,0.0
556,2,0.0,4.637636465982276e-245,1.0,0.0
557,1,0.0,1.0,0.0,0.0
558,1,0.0,1.0,0.0,0.0
559,3,0.0,0.0,0.0,1.0
560,1,0.0,1.0,0.0,0.0
561,0,1.0,0.0,0.0,0.0
562,3,0.0,0.0,0.0,1.0
563,1,0.0,1.0,0.0,0.0
564,1,0.0,1.0,0.0,0.0
565,2,0.0,0.0,1.0,0.0
566,1,0.0,1.0,0.0,0.0
567,1,0.0,1.0,0.0,0.0
568,2,0.0,0.0,1.0,0.0
569,1,0.0,1.0,0.0,0.0
570,0,1.0,0.0,0.0,0.0
571,0,1.0,0.0,0.0,0.0
572,2,0.0,0.0,1.0,0.0
573,1,0.0,1.0,0.0,0.0
574,2,0.0,0.0,1.0,0.0
575,1,0.0,1.0,0.0,0.0
576,1,0.0,1.0,0.0,0.0
577,0,1.0,0.0,0.0,0.0
578,1,0.0,1.0,0.0,0.0
579,1,0.0,1.0,0.0,0.0
580,1,0.0,1.0,0.0,0.0
581,0,1.0,0.0,0.0,0.0
582,0,1.0,0.0,0.0,0.0
583,1,0.0,1.0,0.0,0.0
584,2,0.0,0.0,1.0,0.0
585,2,0.0,1.3309869680435296e-297,1.0,0.0
586,1,0.0,1.0,0.0,0.0
587,2,0.0,0.0,1.0,0.0
588,0,1.0,0.0,0.0,0.0
589,1,0.0,1.0,0.0,0.0
590,1,0.0,1.0,0.0,0.0
591,0,1.0,0.0,0.0,0.0
592,2,0.0,0.0,1.0,0.0
593,2,0.0,2.0518319341334615e-221,1.0,0.0
594,0,1.0,0.0,0.0,0.0
595,2,0.0,1.0143116908425703e-250,1.0,0.0
596,2,0.0,1.5975832828939886e-189,1.0,0.0
597,1,0.0,1.0,0.0,0.0
598,2,0.0,0.0,1.0,0.0
599,1,0.0,1.0,0.0,0.0
600,2,0.0,3.0644311607514737e-218,1.0,0.0
601,3,0.0,0.0,0.0,1.0
602,2,0.0,2.849935127063521e-259,1.0,0.0
603,1,0.0,1.0,0.0,0.0
604,0,1.0,0.0,0.0,0.0
605,2,0.0,0.0,1.0,0.0
606,0,1.0,0.0,0.0,0.0
607,2,0.0,3.358887745733416e-269,1.0,0.0
608,1,0.0,1.0,0.0,0.0
609,3,0.0,0.0,0.0,1.0
610,1,0.0,1.0,0.0,0.0
611,0,1.0,0.0,0.0,0.0
612,2,0.0,7.344640865654255e-258,1.0,0.0
613,1,0.0,1.0,0.0,0.0
614,1,0.0,1.0,0.0,0.0
615,0,1.0,0.0,0.0,0.0
616,0,1.0,0.0,0.0,0.0
617,1,0.0,1.0,0.0,0.0
618,1,0.0,1.0,0.0,0.0
619,1,0.0,1.0,0.0,0.0
620,1,0.0,1.0,0.0,0.0
621,0,1.0,0.0,0.0,0.0
622,2,0.0,1.674694042699361e-238,1.0,0.0
623,2,0.0,9.26833970031546e-204,1.0,0.0
624,2,0.0,0.0,1.0,0.0
625,0,1.0,0.0,0.0,0.0
626,0,1.0,0.0,0.0,0.0
627,2,0.0,6.266875972292904e-256,1.0,0.0
628,2,0.0,0.0,1.0,0.0
629,1,0.0,1.0,0.0,0.0
630,1,0.0,1.0,0.0,0.0
631,0,1.0,0.0,0.0,0.0
632,1,0.0,1.0,0.0,0.0
633,0,1.0,0.0,0.0,0.0
634,0,1.0,0.0,0.0,0.0
635,1,0.0,1.0,0.0,0.0
636,3,0.0,0.0,0.0,1.0
637,1,0.0,1.0,0.0,0.0
638,1,0.0,1.0,0.0,0.0
639,2,0.0,1.0270622511664921e-255,1.0,0.0
640,2,0.0,1.334137790654158e-260,1.0,0.0
641,3,0.0,0.0,0.0,1.0
642,1,0.0,1.0,0.0,0.0
643,2,0.0,0.0,1.0,0.0
644,1,0.0,1.0,0.0,0.0
645,1,0.0,1.0,1.8354597055740384e-223,0.0
646,2,0.0,6.517406397732571e-296,1.0,0.0
647,2,0.0,4.683500337628112e-181,1.0,0.0
648,2,0.0,0.0,1.0,0.0
649,2,0.0,0.0,1.0,0.0
650,1,0.0,1.0,0.0,0.0
651,3,0.0,0.0,0.0,1.0
652,1,0.0,1.0,0.0,0.0
653,3,0.0,0.0,0.0,1.0
654,2,0.0,2.173216132247443e-206,1.0,0.0
655,2,0.0,0.0,1.0,0.0
656,1,0.0,1.0,0.0,0.0
657,1,0.0,1.0,0.0,0.0
658,1,0.0,1.0,0.0,0.0
659,0,1.0,0.0,0.0,0.0
660,2,0.0,0.0,1.0,0.0
661,1,0.0,1.0,0.0,0.0
662,1,0.0,1.0,0.0,0.0
663,2,0.0,3.6139924016069464e-259,1.0,0.0
664,1,0.0,1.0,0.0,0.0
665,2,0.0,0.0,1.0,0.0
