GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,3,1,0:00,,3,2.7,10.1,2,missed,"Bogdanovic, Bojan",202711,0.9,0,0,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,6,2,0:04,,0,0.7,25.2,3,missed,"Butler, Jimmy",202710,3.6,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,14,4,0:01,,5,3.7,34.4,3,missed,"Hill, George",201588,3.6,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,10,3,0:01,,2,3.6,13.1,2,made,"Butler, Rasual",2446,2.5,1,2,brian roberts,203148
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,7,2,0:02,,5,5.0,12.0,2,missed,"Williams, Mo",2590,4.0,0,0,brian roberts,203148
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,12,3,0:03,,2,2.3,17.9,2,missed,"Daniels, Troy",203584,2.7,0,0,brian roberts,203148
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,7,2,0:03,,2,1.7,10.4,2,made,"Sloan, Donald",202388,2.7,1,2,brian roberts,203148
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,11,3,0:01,,6,4.6,18.3,2,missed,"Rudez, Damjan",204014,2.2,0,0,brian roberts,203148
21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19,7,4,0:13,,3,3.3,27.1,3,missed,"Canaan, Isaiah",203477,5.6,0,0,brian roberts,203148
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,1,1,0:01,,2,1.4,32.9,3,missed,"Dudley, Jared",201162,4.1,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,1,1,0:01,,4,3.4,41.6,3,missed,"Brooks, Aaron",201166,6.0,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,4,2,0:06,,20,16.5,4.9,2,missed,"Gasol, Pau",2200,3.5,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,2,1,0:00,,0,0.6,23.9,3,missed,"Napier, Shabazz",203894,3.6,0,0,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,3,1,0:04,,0,0.8,24.8,3,made,"Stuckey, Rodney",201155,4.2,1,3,brian roberts,203148
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,1,1,0:02,,7,7.4,22.1,2,missed,"Scott, Mike",203118,3.8,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,1,1,0:03,,0,1.5,3.2,2,missed,"Brand, Elton",1882,1.9,0,0,bismack biyombo,202687
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,16,4,0:08,,2,4.4,9.7,2,missed,"Aminu, Al-Farouq",202329,2.5,0,0,al jefferson,2744
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,18,4,0:06,,0,0.9,22.6,3,made,"McGary, Mitch",203956,5.9,1,3,al jefferson,2744
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,9,2,0:02,,1,2.5,8.2,2,missed,"Hill, George",201588,2.5,0,0,al jefferson,2744
21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9,13,4,0:17,,0,1.0,27.9,2,made,"Marion, Shawn",1890,7.0,1,2,al jefferson,2744
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,7,2,0:01,,0,0.9,23.7,3,missed,"Teague, Jeff",201952,6.8,0,0,al jefferson,2744
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,17,4,0:02,,0,-2.3,1.3,2,missed,"Williams, Shawne",200761,1.3,0,0,al jefferson,2744
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,12,2,0:08,,0,0.6,3.2,2,missed,"Johnson, Wesley",202325,1.9,0,0,al jefferson,2744
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,8,1,0:06,,0,0.8,0.9,2,made,"McGee, JaVale",201580,4.1,1,2,cody zeller,203469
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,7,4,0:08,,0,0.9,1.1,2,missed,"Green, Draymond",203110,0.5,0,0,cody zeller,203469
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,8,4,0:07,,0,0.7,5.3,2,made,"Green, Draymond",203110,2.3,1,2,cody zeller,203469
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,3,1,0:23,,0,0.5,3.0,2,made,"Hawes, Spencer",201150,8.0,1,2,cody zeller,203469
21400888,"MAR 02, 2015 - MIN vs. LAC",H,L,-5,16,4,0:12,,2,2.6,24.6,3,missed,"Rivers, Austin",203085,1.2,0,0,gary neal,202390
21400888,"MAR 02, 2015 - MIN vs. LAC",H,L,-5,17,4,0:04,,1,1.7,26.4,3,missed,"Jones, Dahntay",2563,2.9,0,0,gary neal,202390
21400873,"FEB 28, 2015 - MIN vs. MEM",H,L,-4,8,4,0:02,,2,2.0,25.2,3,missed,"Lee, Courtney",201584,2.1,0,0,gary neal,202390
21400862,"FEB 27, 2015 - MIN @ CHI",A,L,-7,14,4,0:08,,3,2.4,26.2,3,missed,"Hinrich, Kirk",2550,1.7,0,0,gary neal,202390
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,3,1,0:00,,5,4.5,2.2,2,missed,"Baynes, Aron",203382,4.6,0,0,gary neal,202390
21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4,2,1,0:01,,6,8.3,8.1,2,missed,"Davis, Anthony",203076,2.0,0,0,gary neal,202390
21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,2,1,0:03,,6,6.5,21.1,2,missed,"Fournier, Evan",203095,3.7,0,0,gary neal,202390
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,15,4,0:10,,0,0.8,25.1,3,missed,"Dellavedova, Matthew",203521,3.5,0,0,gary neal,202390
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,16,4,0:01,,0,0.6,26.8,3,missed,"Irving, Kyrie",202681,6.4,0,0,gary neal,202390
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,1,1,0:04,,3,5.1,11.2,2,missed,"Perkins, Kendrick",2570,2.5,0,0,gary neal,202390
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,7,2,0:03,,0,1.5,19.0,3,missed,"Mayo, O.J.",201564,6.2,0,0,gary neal,202390
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,8,3,0:01,,4,3.2,5.9,2,missed,"Bledsoe, Eric",202339,1.0,0,0,gary neal,202390
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,13,4,0:09,,2,1.6,27.0,3,missed,"Dragic, Goran",201609,3.1,0,0,gary neal,202390
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,14,4,0:00,,0,0.0,2.4,2,missed,"Prince, Tayshaun",2419,2.0,0,0,gary neal,202390
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,11,4,0:07,,0,1.0,25.8,3,made,"Payton, Elfrid",203901,3.3,1,3,gary neal,202390
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,7,4,0:11,,3,3.3,2.7,2,made,"Lillard, Damian",203081,0.1,1,2,gary neal,202390
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,7,3,0:06,,0,0.3,15.8,2,made,"Sefolosha, Thabo",200757,2.6,1,2,gary neal,202390
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,3,1,0:02,,4,9.6,1.6,2,missed,"Ajinca, Alexis",201582,2.6,0,0,gary neal,202390
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,5,3,0:05,,9,8.3,9.4,2,missed,"Koufos, Kosta",201585,5.0,0,0,gary neal,202390
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,8,2,0:00,,0,1.0,28.1,3,missed,"Ellington, Wayne",201961,1.9,0,0,gerald henderson,201945
21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15,4,2,0:00,,0,0.7,22.1,2,made,"Oladipo, Victor",203506,3.6,1,2,gerald henderson,201945
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,4,2,0:01,,0,0.0,4.4,2,missed,"Hibbert, Roy",201579,0.7,0,0,gerald henderson,201945
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,6,3,0:05,,0,0.7,25.5,3,missed,"Stuckey, Rodney",201155,5.1,0,0,gerald henderson,201945
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,15,4,0:03,,3,3.3,20.2,2,missed,"Hibbert, Roy",201579,5.0,0,0,gerald henderson,201945
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,17,4,0:16,,0,0.8,6.7,2,made,"Marion, Shawn",1890,4.3,1,2,gerald henderson,201945
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,7,4,0:00,,0,0.0,7.3,2,made,"Allen, Tony",2754,3.5,1,2,gerald henderson,201945
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,9,5,0:01,,2,2.7,18.5,2,missed,"Lee, Courtney",201584,2.6,0,0,gerald henderson,201945
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,2,2,0:01,,0,1.1,25.5,3,made,"Thompson, Klay",202691,4.8,1,3,gerald henderson,201945
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,2,1,0:00,,0,0.8,29.4,3,missed,"Smith, J.R.",2747,2.4,0,0,gerald henderson,201945
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,11,2,0:03,,0,0.0,9.4,3,missed,"Andersen, Chris",2365,7.0,0,0,kemba walker,202689
21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5,23,4,0:05,,4,4.0,22.7,3,made,"Mills, Patty",201988,0.7,1,3,kemba walker,202689
21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5,24,4,0:02,,0,0.6,31.1,3,missed,"Mills, Patty",201988,1.3,0,0,kemba walker,202689
21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8,11,1,0:01,,5,5.1,2.9,2,missed,"Hansbrough, Tyler",201946,3.0,0,0,kemba walker,202689
21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4,24,4,0:02,,21,17.0,12.4,2,made,"Holiday, Jrue",201950,3.7,1,2,kemba walker,202689
21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9,9,1,0:00,,13,10.3,12.7,2,missed,"Pressey, Phil",203515,2.7,0,0,kemba walker,202689
21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9,19,3,0:01,,4,2.8,38.5,3,missed,"Olynyk, Kelly",203482,4.1,0,0,kemba walker,202689
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,11,3,0:02,,7,6.7,25.8,3,missed,"Dellavedova, Matthew",203521,1.7,0,0,kemba walker,202689
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,15,4,0:20,,4,3.1,1.8,2,missed,"Irving, Kyrie",202681,1.4,0,0,kemba walker,202689
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,16,4,0:06,,0,0.8,24.3,3,missed,"Marion, Shawn",1890,4.1,0,0,kemba walker,202689
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,9,2,0:01,,5,1.6,29.1,3,missed,"Oladipo, Victor",203506,4.0,0,0,kemba walker,202689
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,18,3,0:01,,13,10.9,23.7,3,missed,"Payton, Elfrid",203901,4.0,0,0,kemba walker,202689
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,30,4,0:18,,2,2.1,1.4,2,made,"Oladipo, Victor",203506,0.8,1,2,kemba walker,202689
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,31,4,0:12,,4,3.6,27.2,3,missed,"Vucevic, Nikola",202696,6.4,0,0,kemba walker,202689
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,10,2,0:02,,5,4.1,25.4,3,missed,"Roberson, Andre",203460,2.5,0,0,kemba walker,202689
21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28,12,3,0:01,,13,15.7,24.6,3,missed,"Hickson, JJ",201581,4.7,0,0,kemba walker,202689
21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18,6,1,0:00,,2,1.8,43.4,3,missed,"Exum, Dante",203957,2.5,0,0,kemba walker,202689
21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18,11,2,0:03,,11,11.1,0.6,2,made,"Noel, Nerlens",203457,3.5,1,2,kemba walker,202689
21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18,18,3,0:02,,14,13.1,25.4,3,missed,"Wroten, Tony",203100,3.8,0,0,kemba walker,202689
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,19,4,0:13,,9,6.9,25.3,3,missed,"Tucker, PJ",200782,3.4,0,0,kemba walker,202689
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,20,4,0:05,,0,0.0,22.1,3,missed,"Thomas, Isaiah",202738,2.5,0,0,kemba walker,202689
21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,5,2,0:03,,12,10.9,4.3,2,missed,"Jordan, Jerome",202366,2.6,0,0,kemba walker,202689
21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,11,3,0:00,,3,1.7,40.5,3,missed,"Jack, Jarrett",101127,2.5,0,0,kemba walker,202689
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,8,1,0:02,,11,9.2,18.0,2,made,"Udrih, Beno",2757,4.9,1,2,kemba walker,202689
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,18,4,0:03,,9,8.8,28.7,3,missed,"Conley, Mike",201144,7.8,0,0,kemba walker,202689
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,21,6,0:12,,8,5.8,1.5,2,missed,"Gasol, Marc",201188,0.0,0,0,kemba walker,202689
21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9,11,3,0:01,,4,3.3,29.4,3,missed,"Sullinger, Jared",203096,4.9,0,0,kemba walker,202689
21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1,8,2,0:01,,11,10.6,16.9,2,missed,"Stoudemire, Amar'e",2405,2.6,0,0,kemba walker,202689
21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1,15,4,0:01,,4,3.2,1.0,2,made,"Stoudemire, Amar'e",2405,3.0,1,2,kemba walker,202689
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,13,3,0:05,,19,16.7,24.8,3,missed,"Hinrich, Kirk",2550,7.3,0,0,kemba walker,202689
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,13,3,0:02,,3,2.1,32.7,3,missed,"Barnes, Harrison",203084,4.0,0,0,kemba walker,202689
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,16,4,0:11,,3,3.4,1.8,2,missed,"Speights, Marreese",201578,1.2,0,0,kemba walker,202689
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,11,3,0:04,,19,15.2,10.0,2,made,"Matthews, Wesley",202083,5.8,1,2,kemba walker,202689
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,3,1,0:00,,1,1.3,30.5,3,missed,"Paul, Chris",101108,3.7,0,0,kemba walker,202689
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,6,2,0:03,,8,7.7,25.8,3,missed,"Griffin, Blake",201933,4.9,0,0,kemba walker,202689
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,6,2,0:07,,19,17.0,24.3,3,missed,"Napier, Shabazz",203894,5.8,0,0,kemba walker,202689
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,15,4,0:00,,8,13.6,5.2,2,missed,"Napier, Shabazz",203894,0.5,0,0,kemba walker,202689
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,3,2,0:01,,26,21.5,5.5,2,made,"Harkless, Maurice",203090,2.2,1,2,kemba walker,202689
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,18,4,0:16,,0,0.6,22.5,3,missed,"Payton, Elfrid",203901,3.7,0,0,kemba walker,202689
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,19,4,0:01,,4,3.4,26.0,3,missed,"Harris, Tobias",202699,3.4,0,0,kemba walker,202689
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,5,2,0:03,,0,0.2,32.3,3,missed,"Korver, Kyle",2594,17.6,0,0,kemba walker,202689
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,14,5,0:00,,2,2.5,30.8,3,missed,"Sefolosha, Thabo",200757,2.8,0,0,kemba walker,202689
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,13,4,0:10,,8,5.8,1.2,2,made,"Anderson, Ryan",201583,4.8,1,2,kemba walker,202689
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,9,4,0:04,,9,7.7,13.2,2,missed,"Prigioni, Pablo",203143,4.9,0,0,kemba walker,202689
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,11,4,0:05,,3,4.2,13.2,2,missed,"Conley, Mike",201144,5.5,0,0,kemba walker,202689
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,8,1,0:02,,21,18.5,25.1,3,missed,"Knight, Brandon",202688,3.8,0,0,kemba walker,202689
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,11,2,0:01,,8,6.7,13.2,2,missed,"Pachulia, Zaza",2585,4.2,0,0,kemba walker,202689
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,17,3,0:03,,13,11.5,9.3,2,made,"Knight, Brandon",202688,1.7,1,2,kemba walker,202689
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,21,4,0:10,,8,6.2,1.3,2,made,"Sanders, Larry",202336,1.6,1,2,kemba walker,202689
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,22,4,0:03,,5,4.2,26.5,3,made,"Dudley, Jared",201162,4.5,1,3,kemba walker,202689
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,9,3,0:17,,2,2.9,5.1,2,missed,"Hinrich, Kirk",2550,2.6,0,0,michael kidd-gilchrist,203077
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,2,1,0:04,,6,5.2,10.6,2,missed,"Gasol, Pau",2200,2.8,0,0,lance stephenson,202362
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,2,1,0:05,,13,11.0,9.4,2,missed,"Aldrich, Cole",202332,5.2,0,0,lance stephenson,202362
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,3,3,0:00,,1,1.6,38.1,3,missed,"Dellavedova, Matthew",203521,6.3,0,0,lance stephenson,202362
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,10,4,0:18,,1,1.4,4.3,2,made,"Dellavedova, Matthew",203521,1.3,1,2,lance stephenson,202362
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,5,3,0:06,,3,3.6,4.8,2,missed,"Dieng, Gorgui",203476,1.8,0,0,lance stephenson,202362
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,18,4,0:05,,0,1.6,25.6,2,missed,"Hinrich, Kirk",2550,1.6,0,0,lance stephenson,202362
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,6,2,0:06,,0,0.0,2.5,2,missed,"Lin, Jeremy",202391,0.7,0,0,lance stephenson,202362
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,7,2,0:04,,0,0.0,25.5,2,made,"Bryant, Kobe",977,1.9,1,2,lance stephenson,202362
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,15,6,0:02,,0,0.8,30.7,3,made,"Bazemore, Kent",203145,4.6,1,3,lance stephenson,202362
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,8,3,0:01,,5,3.4,7.4,2,made,"Hardaway Jr., Tim",203501,3.8,1,2,lance stephenson,202362
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,6,4,0:16,,1,1.5,24.8,3,made,"Scola, Luis",2449,3.9,1,3,marvin williams,101107
21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28,4,2,0:21,,1,1.6,4.4,2,made,"Early, Cleanthony",203921,3.8,1,2,marvin williams,101107
21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,8,4,0:08,,1,1.1,3.5,2,made,"Vucevic, Nikola",202696,3.8,1,2,marvin williams,101107
21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10,6,2,0:03,,0,0.9,25.0,3,made,"Dudley, Jared",201162,5.2,1,3,marvin williams,101107
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,8,3,0:01,,0,0.8,28.1,3,missed,"Collison, Nick",2555,4.6,0,0,marvin williams,101107
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,10,4,0:01,,0,0.8,34.4,3,missed,"Parker, Jabari",203953,3.8,0,0,marvin williams,101107
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,3,2,0:30,,0,0.8,14.9,2,missed,"Noel, Nerlens",203457,7.3,0,0,jason maxiell,101131
21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28,4,3,0:03,,0,0.0,2.6,2,missed,"Hardaway Jr., Tim",203501,1.5,0,0,jason maxiell,101131
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,3,1,0:05,,0,0.9,15.6,2,missed,"Scott, Mike",203118,3.4,0,0,jason maxiell,101131
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,1,3,0:05,,0,0.7,1.5,2,missed,"Aldridge, LaMarcus",200746,3.7,0,0,jason maxiell,101131
21400898,"MAR 04, 2015 - UTA @ BOS",A,L,-1,11,4,0:03,,8,5.9,12.3,2,made,"Bass, Brandon",101138,4.9,1,2,gordon hayward,202330
21400851,"FEB 25, 2015 - UTA vs. LAL",H,L,-3,18,4,0:06,,3,3.4,25.3,3,missed,"Lin, Jeremy",202391,0.9,0,0,gordon hayward,202330
21400836,"FEB 23, 2015 - UTA vs. SAS",H,W,9,7,2,0:00,,4,3.1,29.3,3,missed,"Duncan, Tim",1495,1.3,0,0,gordon hayward,202330
21400797,"FEB 11, 2015 - UTA @ DAL",A,L,-5,14,4,0:16,,2,3.1,3.0,2,made,"Parsons, Chandler",202718,8.4,1,2,gordon hayward,202330
21400780,"FEB 09, 2015 - UTA @ NOP",A,W,4,18,3,0:03,,14,11.9,24.3,3,made,"Babbitt, Luke",202337,3.8,1,3,gordon hayward,202330
21400764,"FEB 07, 2015 - UTA vs. SAC",H,W,12,17,3,0:02,,4,4.0,4.8,2,made,"Thompson, Jason",201574,3.8,1,2,gordon hayward,202330
21400729,"FEB 03, 2015 - UTA @ POR",A,L,-1,16,4,0:06,,0,0.7,22.1,3,missed,"Aldridge, LaMarcus",200746,2.3,0,0,gordon hayward,202330
21400703,"JAN 30, 2015 - UTA vs. GSW",H,W,10,8,1,0:01,,7,5.2,8.9,2,missed,"Iguodala, Andre",2738,2.7,0,0,gordon hayward,202330
21400673,"JAN 26, 2015 - UTA vs. BOS",H,L,-9,14,3,0:05,,3,3.3,27.6,3,made,"Prince, Tayshaun",2419,5.8,1,3,gordon hayward,202330
21400571,"JAN 13, 2015 - UTA vs. GSW",H,L,-11,3,1,0:01,,7,6.4,12.6,2,missed,"Iguodala, Andre",2738,3.8,0,0,gordon hayward,202330
21400542,"JAN 09, 2015 - UTA @ OKC",A,L,-5,16,3,0:03,,0,0.0,5.2,3,missed,"Collison, Nick",2555,5.4,0,0,gordon hayward,202330
21400516,"JAN 05, 2015 - UTA vs. IND",H,L,-4,7,2,0:02,,18,13.5,20.5,2,missed,"Stuckey, Rodney",201155,4.2,0,0,gordon hayward,202330
21400516,"JAN 05, 2015 - UTA vs. IND",H,L,-4,17,4,0:03,,2,2.2,28.7,3,missed,"Hill, Solomon",203524,4.7,0,0,gordon hayward,202330
21400498,"JAN 03, 2015 - UTA @ MIN",A,W,12,11,2,0:01,,1,1.4,2.3,2,made,"Wiggins, Andrew",203952,5.9,1,2,gordon hayward,202330
21400492,"JAN 02, 2015 - UTA vs. ATL",H,L,-6,5,2,0:01,,10,7.9,15.7,2,missed,"Carroll, DeMarre",201960,4.8,0,0,gordon hayward,202330
21400472,"DEC 30, 2014 - UTA vs. MIN",H,W,6,12,3,0:03,,12,11.2,4.0,2,missed,"Wiggins, Andrew",203952,2.1,0,0,gordon hayward,202330
21400464,"DEC 29, 2014 - UTA @ LAC",A,L,-4,8,1,0:01,,7,5.1,12.0,2,missed,"Bullock, Reggie",203493,4.4,0,0,gordon hayward,202330
21400450,"DEC 27, 2014 - UTA vs. PHI",H,W,17,7,2,0:00,,5,4.6,23.6,2,missed,"Covington, Robert",203496,3.6,0,0,gordon hayward,202330
21400412,"DEC 22, 2014 - UTA @ MEM",A,W,6,7,2,0:03,,18,16.6,8.5,2,made,"Conley, Mike",201144,1.1,1,2,gordon hayward,202330
21400395,"DEC 20, 2014 - UTA @ CHA",A,L,-18,7,1,0:03,,12,12.5,4.6,2,made,"Biyombo, Bismack",202687,3.2,1,2,gordon hayward,202330
21400373,"DEC 17, 2014 - UTA @ MIA",A,W,18,5,1,0:04,,30,19.3,23.5,2,missed,"Chalmers, Mario",201596,3.6,0,0,gordon hayward,202330
21400366,"DEC 16, 2014 - UTA @ NOP",A,L,-8,13,3,0:03,,2,2.0,25.6,3,missed,"Withey, Jeff",203481,5.7,0,0,gordon hayward,202330
21400350,"DEC 14, 2014 - UTA @ WAS",A,L,-9,6,1,0:05,,2,2.1,25.2,3,missed,"Butler, Rasual",2446,5.2,0,0,gordon hayward,202330
21400338,"DEC 12, 2014 - UTA vs. MIA",H,L,-5,4,1,0:02,,6,4.3,0.5,2,missed,"Bosh, Chris",2547,0.6,0,0,gordon hayward,202330
21400338,"DEC 12, 2014 - UTA vs. MIA",H,L,-5,13,4,0:11,,4,3.5,2.3,2,made,"Deng, Luol",2736,0.0,1,2,gordon hayward,202330
21400306,"DEC 08, 2014 - UTA @ SAC",A,L,-9,7,1,0:03,,0,0.7,26.3,3,made,"Williams, Derrick",202682,7.5,1,3,gordon hayward,202330
21400306,"DEC 08, 2014 - UTA @ SAC",A,L,-9,10,2,0:01,,0,0.7,26.9,3,missed,"Gay, Rudy",200752,2.9,0,0,gordon hayward,202330
21400286,"DEC 05, 2014 - UTA vs. ORL",H,L,-5,6,1,0:03,,28,21.0,7.6,2,missed,"Payton, Elfrid",203901,1.7,0,0,gordon hayward,202330
21400251,"DEC 01, 2014 - UTA vs. DEN",H,L,-2,18,4,0:02,,1,1.8,26.3,3,missed,"Chandler, Wilson",201163,5.4,0,0,gordon hayward,202330
21400204,"NOV 24, 2014 - UTA vs. CHI",H,L,-2,11,4,0:01,,0,1.6,24.2,3,missed,"Gasol, Pau",2200,4.9,0,0,gordon hayward,202330
21400192,"NOV 22, 2014 - UTA vs. NOP",H,L,-12,6,2,0:05,,16,13.1,20.3,2,missed,"Davis, Anthony",203076,5.1,0,0,gordon hayward,202330
